5.917601299999999901e+04 4.329000000000000000e+03 9.863492999999999711e+01 1.712832200000000249e+00
5.917773999999999796e+04 4.329000000000000000e+03 9.844607999999999493e+01 1.675057500000000088e+00
5.917800699999999779e+04 4.329000000000000000e+03 9.625320999999999572e+01 1.830019400000000074e+00
5.917813900000000285e+04 4.329000000000000000e+03 9.218439999999999657e+01 2.171605200000000124e+00
5.918791700000000128e+04 4.329000000000000000e+03 1.093183899999999937e+02 1.992471399999999893e+00
5.918898099999999977e+04 4.329000000000000000e+03 1.094686099999999982e+02 2.241143999999999803e+00
5.918991100000000006e+04 4.329000000000000000e+03 1.095017699999999934e+02 2.097889099999999729e+00
5.919090600000000268e+04 4.329000000000000000e+03 1.110067200000000014e+02 2.047681400000000096e+00
5.919110300000000279e+04 4.329000000000000000e+03 1.120706799999999959e+02 2.049721899999999764e+00
5.919223200000000361e+04 4.329000000000000000e+03 1.074501199999999983e+02 2.161531300000000044e+00
5.919522099999999773e+04 4.329000000000000000e+03 1.125331599999999952e+02 2.457074200000000097e+00
5.919634799999999814e+04 4.329000000000000000e+03 1.129647599999999983e+02 2.408205999999999847e+00
5.919713100000000122e+04 4.329000000000000000e+03 1.139262099999999975e+02 5.152755999999999226e+00
5.919840499999999884e+04 4.329000000000000000e+03 1.120641400000000090e+02 2.097313999999999901e+00
5.919905599999999686e+04 4.329000000000000000e+03 1.182248599999999925e+02 4.504856999999999445e+00
5.920031999999999971e+04 4.329000000000000000e+03 1.184153599999999926e+02 3.600388500000000214e+00
5.920171199999999953e+04 4.329000000000000000e+03 1.155916700000000077e+02 2.196405899999999800e+00
5.920203800000000047e+04 4.329000000000000000e+03 1.171008600000000115e+02 1.884099299999999921e+00
5.920265000000000146e+04 4.329000000000000000e+03 1.202356100000000083e+02 3.134509999999999685e+00
5.920336899999999878e+04 4.329000000000000000e+03 1.195207199999999972e+02 2.889237599999999517e+00
5.920575800000000163e+04 4.329000000000000000e+03 1.167435799999999944e+02 2.065981799999999868e+00
5.920655399999999645e+04 4.329000000000000000e+03 1.163169899999999899e+02 2.198235700000000126e+00
5.920788100000000122e+04 4.329000000000000000e+03 1.163177699999999959e+02 1.997790299999999908e+00
5.920861099999999715e+04 4.329000000000000000e+03 1.150483599999999882e+02 1.978005100000000072e+00
5.920973900000000140e+04 4.329000000000000000e+03 1.226246100000000041e+02 2.444507999999999903e+00
5.921026999999999680e+04 4.329000000000000000e+03 1.190651399999999995e+02 2.082815899999999942e+00
5.921212799999999697e+04 4.329000000000000000e+03 1.229917200000000008e+02 2.162725899999999868e+00
5.921325600000000122e+04 4.329000000000000000e+03 1.249845599999999877e+02 2.057529699999999906e+00
5.921505000000000291e+04 4.329000000000000000e+03 1.220018100000000061e+02 2.442689200000000227e+00
5.921664100000000326e+04 4.329000000000000000e+03 1.220496299999999934e+02 1.831569800000000026e+00
5.921791100000000006e+04 4.329000000000000000e+03 1.217752499999999998e+02 2.094453000000000120e+00
5.921856599999999889e+04 4.329000000000000000e+03 1.246325500000000090e+02 1.889325299999999874e+00
5.922076400000000285e+04 4.329000000000000000e+03 1.218393599999999992e+02 1.987721599999999977e+00
5.922128300000000309e+04 4.329000000000000000e+03 1.255282799999999952e+02 2.417344700000000124e+00
5.922268000000000029e+04 4.329000000000000000e+03 1.264663199999999961e+02 2.245471999999999912e+00
5.922380799999999726e+04 4.329000000000000000e+03 1.283067999999999813e+02 2.114486700000000052e+00
5.922420700000000215e+04 4.329000000000000000e+03 1.274273900000000026e+02 2.119677799999999834e+00
5.922560100000000239e+04 4.329000000000000000e+03 1.288271100000000047e+02 2.120111000000000079e+00
5.922766000000000349e+04 4.329000000000000000e+03 1.276822499999999962e+02 2.074485600000000041e+00
5.922845399999999790e+04 4.329000000000000000e+03 1.305255500000000097e+02 2.306962799999999980e+00
5.922965899999999965e+04 4.329000000000000000e+03 1.207827100000000087e+02 2.286180600000000229e+00
5.923065200000000186e+04 4.329000000000000000e+03 1.227689200000000085e+02 2.719509700000000141e+00
5.923370999999999913e+04 4.329000000000000000e+03 1.181799200000000098e+02 1.741709100000000010e+00
5.923776600000000326e+04 4.329000000000000000e+03 1.114096899999999977e+02 2.663511499999999810e+00
5.923896100000000297e+04 4.329000000000000000e+03 1.129089699999999965e+02 1.914584699999999806e+00
5.923982499999999709e+04 4.329000000000000000e+03 1.074709000000000003e+02 2.092337899999999973e+00
5.924036200000000099e+04 4.329000000000000000e+03 1.144538400000000138e+02 2.310713600000000145e+00
5.924387299999999959e+04 4.329000000000000000e+03 1.190701600000000013e+02 2.722690300000000008e+00
5.924479899999999907e+04 4.329000000000000000e+03 1.178001399999999990e+02 2.293458999999999914e+00
5.924546399999999994e+04 4.329000000000000000e+03 1.181339299999999923e+02 2.691653399999999863e+00
5.924665699999999924e+04 4.329000000000000000e+03 1.152681100000000072e+02 2.311018499999999865e+00
5.924798399999999674e+04 4.329000000000000000e+03 1.142639599999999973e+02 2.094357699999999767e+00
5.924884799999999814e+04 4.329000000000000000e+03 1.156404500000000013e+02 1.850207000000000157e+00
5.925203500000000349e+04 4.329000000000000000e+03 1.191060999999999979e+02 2.309319400000000133e+00
5.925403600000000006e+04 4.329000000000000000e+03 1.158704500000000053e+02 1.938493299999999753e+00
5.925755299999999988e+04 4.329000000000000000e+03 1.184244499999999931e+02 2.086934900000000148e+00
5.925992700000000332e+04 4.329000000000000000e+03 1.199447200000000038e+02 2.064839500000000161e+00
5.926000099999999657e+04 4.329000000000000000e+03 1.240588400000000036e+02 2.228594199999999859e+00
5.926458099999999831e+04 4.329000000000000000e+03 1.259886500000000069e+02 2.616200000000000081e+00
5.926570900000000256e+04 4.329000000000000000e+03 1.240018899999999888e+02 1.978628099999999890e+00
5.926637400000000343e+04 4.329000000000000000e+03 1.290478899999999953e+02 2.778284999999999894e+00
5.926782299999999668e+04 4.329000000000000000e+03 1.263983000000000061e+02 2.155898399999999882e+00
5.926902300000000105e+04 4.329000000000000000e+03 1.237740699999999947e+02 3.371510999999999925e+00
5.926981799999999930e+04 4.329000000000000000e+03 1.274191100000000034e+02 2.978228999999999793e+00
5.927241199999999662e+04 4.329000000000000000e+03 1.279330199999999991e+02 2.033998599999999879e+00
5.927897600000000239e+04 4.329000000000000000e+03 1.215876899999999949e+02 2.058609999999999829e+00
5.927998000000000320e+04 4.329000000000000000e+03 1.238970600000000104e+02 1.991850400000000132e+00
5.928004299999999785e+04 4.329000000000000000e+03 1.281192000000000064e+02 2.109467100000000261e+00
5.928788300000000163e+04 4.329000000000000000e+03 1.322157799999999952e+02 2.451797199999999677e+00
5.929060800000000017e+04 4.329000000000000000e+03 1.285733199999999954e+02 2.355980799999999764e+00
5.929373099999999977e+04 4.329000000000000000e+03 1.302337799999999959e+02 2.425660399999999939e+00
5.929485899999999674e+04 4.329000000000000000e+03 1.302970100000000002e+02 3.476740999999999637e+00
