5.669061198169999989e+04 1.158000000000000000e+03 3.240000000000000000e+02 8.900000000000000355e+00
5.669154161259999819e+04 1.158000000000000000e+03 3.480000000000000000e+02 9.199999999999999289e+00
5.669239403830000083e+04 1.158000000000000000e+03 3.750000000000000000e+02 9.500000000000000000e+00
5.669332371379999677e+04 1.158000000000000000e+03 3.910000000000000000e+02 9.799999999999998934e+00
5.669527006180000171e+04 1.158000000000000000e+03 4.110000000000000000e+02 9.899999999999998579e+00
5.669624593160000222e+04 1.158000000000000000e+03 4.590000000000000000e+02 1.049999999999999822e+01
5.669730802199999744e+04 1.158000000000000000e+03 4.869999999999999432e+02 1.080000000000000071e+01
5.669830411240000103e+04 1.158000000000000000e+03 5.250000000000000000e+02 1.130000000000000071e+01
5.669923377350000374e+04 1.158000000000000000e+03 4.930000000000000000e+02 1.100000000000000000e+01
5.670022987309999735e+04 1.158000000000000000e+03 4.830000000000000000e+02 1.080000000000000071e+01
5.670135878319999756e+04 1.158000000000000000e+03 4.900000000000000000e+02 1.080000000000000071e+01
5.670215567860000010e+04 1.158000000000000000e+03 5.110000000000000000e+02 1.110000000000000142e+01
5.670315178749999905e+04 1.158000000000000000e+03 5.280000000000000000e+02 1.130000000000000071e+01
5.670534318429999985e+04 1.158000000000000000e+03 4.900000000000000000e+02 1.090000000000000036e+01
5.670620636650000233e+04 1.158000000000000000e+03 4.680000000000000000e+02 1.060000000000000142e+01
5.670720241469999746e+04 1.158000000000000000e+03 4.920000000000000000e+02 1.080000000000000071e+01
5.670826483230000304e+04 1.158000000000000000e+03 4.340000000000000568e+02 1.019999999999999929e+01
5.670926083269999799e+04 1.158000000000000000e+03 4.070000000000000000e+02 9.899999999999998579e+00
5.671025682070000039e+04 1.158000000000000000e+03 3.509999999999999432e+02 9.199999999999999289e+00
5.671111998719999974e+04 1.158000000000000000e+03 3.100000000000000000e+02 8.800000000000000711e+00
5.671218230849999964e+04 1.158000000000000000e+03 3.270000000000000000e+02 9.000000000000000000e+00
5.671317827029999899e+04 1.158000000000000000e+03 3.240000000000000000e+02 8.900000000000000355e+00
5.671424056649999693e+04 1.158000000000000000e+03 3.150000000000000000e+02 8.800000000000000711e+00
5.671504389980000269e+04 1.158000000000000000e+03 2.830000000000000000e+02 8.400000000000000355e+00
5.671589818430000014e+04 1.158000000000000000e+03 2.750000000000000000e+02 8.299999999999998934e+00
5.671683697579999716e+04 1.158000000000000000e+03 2.520000000000000000e+02 8.099999999999999645e+00
5.671882770850000088e+04 1.158000000000000000e+03 2.320000000000000284e+02 7.700000000000000178e+00
5.672014935200000036e+04 1.158000000000000000e+03 2.150000000000000000e+02 7.600000000000000533e+00
5.672101937380000163e+04 1.158000000000000000e+03 1.940000000000000000e+02 7.300000000000000711e+00
5.672208622150000156e+04 1.158000000000000000e+03 1.869999999999999716e+02 7.199999999999999289e+00
5.672313712909999595e+04 1.158000000000000000e+03 1.780000000000000000e+02 7.199999999999999289e+00
5.672605999570000131e+04 1.158000000000000000e+03 2.050000000000000000e+02 7.400000000000000355e+00
5.672705588469999930e+04 1.158000000000000000e+03 1.820000000000000000e+02 7.099999999999999645e+00
5.672778840560000390e+04 1.158000000000000000e+03 1.940000000000000000e+02 7.300000000000000711e+00
